Origen,Destino,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cayo Largo,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,1,0,0,1,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,1,0,0,1,0,0,0
Cedar Rapids,,0,1,1,0,1,1,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,1,1,0,1,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Wisconsin,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,,0,0,0,0,0,0,0,1,0,0,2,4,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charles de Gaulle,,786,933,821,614,946,1028,1058,1133,1218,1277,972,925,985,1150,1337,1379,1302,1177,1264,1285,1249,1211,1170,989,923,936,960,1065
,Acapulco,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
,Cancún,126,155,114,80,138,88,0,0,0,2,54,75,118,103,141,164,160,126,107,145,144,137,140,117,83,77,74,53
,Charles de Gaulle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Frankfurt,74,105,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Goose Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Madrid-Barajas,17,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mérida,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,551,657,658,534,807,939,1058,1133,1218,1274,918,850,867,1047,1196,1215,1141,1050,1157,1140,1105,1073,1030,871,840,859,886,1012
,Miami,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monterrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Shannon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stephenville,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charleston,,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Cancún,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charleville,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,,162,130,158,185,321,555,1013,1220,532,389,569,1214,1714,1611,1333,1332,1585,1333,1701,1673,1643,1581,1533,1557,1512,1537,1541,1564
,Acapulco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Atlanta,0,0,0,0,0,0,484,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,162,129,157,183,321,555,519,565,532,388,479,951,1050,965,852,866,1100,999,1016,1082,1073,1069,1129,1130,1128,1133,1120,1033
,Cozumel,0,1,0,1,0,0,0,0,0,0,90,196,298,280,128,119,132,115,124,94,141,93,65,64,68,67,61,36
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,181
,México,0,0,0,1,0,0,4,3,0,0,0,67,365,365,353,347,352,217,381,367,379,367,296,320,276,296,313,277
,Monterrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,62,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,90,68,49,49,41,41,40,41,41,37
Chetumal,,81,0,23,122,142,203,343,259,23,14,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,49,0,1
,Belice,0,0,0,0,0,7,156,239,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1
,Flores,81,0,18,113,142,194,187,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guatemala,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,La Habana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Nueva Orleans,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,,4867,6546,6681,5555,5122,5176,7258,6714,6813,6216,6335,7406,8253,8088,8561,7941,7764,6434,5403,5172,5021,5825,6789,7440,7725,9302,9555,9471
,Acapulco,384,367,397,476,469,283,403,425,435,419,406,292,394,448,304,114,19,23,21,14,0,1,0,3,0,0,0,0
,Aguascalientes,0,8,86,18,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,67
,Atlanta,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,446,580,443,450,357,182,499,520,533,540,973,977,1448,1342,1199,1321,1708,1521,1431,1410,1411,1667,1965,2258,2379,2614,2664,2251
,Ciudad Juárez,0,109,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cozumel,10,41,48,53,53,40,44,43,47,48,23,35,80,122,12,6,31,37,51,33,42,44,85,68,65,41,45,40
,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Detroit,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Durango,0,112,250,176,202,176,193,139,216,136,75,95,112,25,92,70,43,16,28,34,14,1,0,7,105,100,103,105
,Guadalajara,502,582,765,710,674,904,1201,922,882,756,976,1029,1166,920,916,1101,888,567,478,734,521,617,736,833,889,1040,1300,1377
,Huatulco,10,19,30,37,28,24,25,42,35,13,14,11,17,6,36,10,28,29,25,39,24,25,25,20,16,23,37,41
,Kansas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Las Carmenes,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,León,126,225,261,160,130,214,186,204,429,442,383,409,367,386,481,435,351,260,240,0,13,68,106,114,123,172,260,483
,Manzanillo,4,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,1,0,2,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1
,Mérida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mexicali,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,2104,2603,2635,2055,1630,1542,2315,1967,2137,2114,1989,2471,2268,2262,2960,2896,2650,2109,1669,1959,1874,1954,2150,2099,1915,2639,2557,2553
,Monterrey,264,210,200,12,3,0,236,277,570,490,365,623,727,739,465,363,365,351,231,136,181,416,517,693,782,804,741,686
,Morelia,0,441,538,450,538,727,726,716,437,321,316,690,771,665,467,364,376,465,218,38,204,230,284,322,338,339,357,389
,Nassau,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oaxaca,270,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puebla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Puerto Vallarta,296,348,283,484,524,512,440,410,459,403,354,341,431,577,613,635,730,554,525,414,351,344,483,481,561,636,573,557
,Querétaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,102,104
,San Antonio,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,1,10,14,111,174,162,146,139,192,382,607,390,257,334,382,329,282,327,310,368,349,604,611,608
,San Luis Potosí,260,217,151,0,0,0,50,65,3,8,0,0,38,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0
,St. Louis,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Toluca,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0
,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Zacatecas,147,298,319,331,429,470,444,377,307,231,197,235,163,143,173,152,152,137,95,32,100,115,115,158,168,192,155,177
,Zihuatanejo,44,82,172,143,82,88,134,143,145,120,86,59,79,67,234,66,134,30,9,0,2,12,13,16,35,41,36,32
Chicago Rockford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,45,35,38
,Acapulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,43,35,38
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,1,0,0
Chichén Itzá,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Bogotá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,La Habana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiclayo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Monterrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chihuahua,,938,868,1815,3016,2729,2393,2362,1916,2141,1840,1404,1144,1147,1558,1486,1708,1636,1407,1428,1324,1373,1312,1327,1323,1367,1105,1137,1446
,Dallas,188,0,477,792,663,547,668,407,43,0,0,1,35,241,374,692,727,669,716,709,702,699,687,662,667,702,721,937
,Denver,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,53,51,52,62
,El Paso,624,685,1331,2127,2065,1845,1685,1251,1080,975,884,524,546,634,271,233,21,250,284,240,234,241,210,222,254,0,0,0
,Indianapolis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,La Habana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70
,Las Vegas,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,9,0,0,0,0
,Los Ángeles,113,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Madrid-Barajas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nueva York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orlando,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phoenix,0,0,0,0,0,0,0,19,366,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,San Antonio,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sunport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3,0,0,0,0,0,0,0,0,4
,Toronto Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Tucson,0,0,0,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,William P. Hobby,9,0,0,0,0,0,0,199,525,568,512,613,550,668,775,716,821,363,365,364,433,359,355,359,357,352,364,359
Cibao,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ciego de Ávila,,0,0,0,13,14,33,20,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,13,14,33,20,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cienfuegos,,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Cancún,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Monterrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cincinnati,,309,409,459,564,577,652,1063,1267,687,790,635,774,833,747,209,179,221,627,617,577,365,129,140,0,13,0,0,0
,Acapulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,Atlanta,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,114,117,156,77,80,141,230,184,196,182,164,206,272,388,142,160,201,287,169,78,99,128,140,0,12,0,0,0
,Dallas,0,0,0,0,0,0,298,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Manzanillo,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,188,292,298,254,255,254,261,257,235,255,235,256,257,180,0,0,0,114,238,264,226,0,0,0,0,0,0,0
,Monterrey,0,0,0,0,1,0,0,0,246,101,0,60,2,0,0,0,0,0,105,225,0,0,0,0,0,0,0,0
,Nassau,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,1,0,5,7,10,8,19,16,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,17,1,0,0,0,0,1,0,0,0,0,0,0
,Zihuatanejo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circle Hot Springs,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad del Carmen,,0,0,0,0,0,1,0,2,7,0,2,83,431,580,591,361,363,367,363,380,389,411,426,419,313,85,0,0
,Brownsville,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,48,42,45,3,0,0,0
,Caracas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Dallas,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,La Habana,0,0,0,0,0,0,0,0,0,0,0,55,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,McAllen Mission,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
,Nueva Orleans,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
,William P. Hobby,0,0,0,0,0,0,0,1,0,0,0,15,365,576,590,358,362,363,363,377,387,362,379,374,310,85,0,0
Ciudad Juárez,,0,220,244,97,0,1,0,2,17,13,12,41,20,67,144,202,21,25,13,8,10,1,2,1,8,0,0,2
,Chicago,0,109,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Denver,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,El Paso,0,0,0,0,0,0,0,1,16,9,10,30,17,58,77,197,11,20,12,3,5,0,1,0,2,0,0,0
,Kansas,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,Las Vegas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,McAllen Mission,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Oakland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phoenix,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,San Pedro Sula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Sunport,0,110,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tucson,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vancouver,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad Obregón,,0,96,12,419,684,606,339,345,0,2,8,0,6,0,0,0,2,0,0,0,0,17,0,1,0,0,0,0
,Los Ángeles,0,0,0,0,16,364,328,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phoenix,0,1,0,32,271,219,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tucson,0,95,12,387,397,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cleveland,,89,147,190,103,83,135,192,212,277,233,197,219,268,298,203,231,231,200,220,192,229,224,225,330,269,211,196,159
,Acapulco,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,84,127,170,82,64,107,156,169,251,224,180,203,248,268,185,214,231,200,220,192,229,220,220,306,268,211,196,159
,Cozumel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Manzanillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monterrey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,4,20,20,20,18,26,35,42,19,9,16,14,18,18,18,16,0,0,0,0,0,0,0,0,0,0,0,0
Cochabamba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cockburn Town,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0
Colima,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Santo Domingo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cologne,,7,0,57,56,205,108,40,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,105,104,85,0
,Acapulco,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,13,90,51,40,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,105,104,85,0
,México,7,0,21,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,36,18,89,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Punta Cana,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tijuana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0
,Cancún,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Huatulco,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0
Colorado Springs,,0,0,0,1,12,0,146,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dallas,0,0,0,0,0,0,146,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia Metropolitan Airport,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,40,0,0,0
,Acapulco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,,45,67,78,56,56,44,36,50,60,66,45,27,55,59,50,48,7,11,9,34,20,9,28,54,69,55,83,91
,Acapulco,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,44,62,65,56,56,43,36,50,55,66,44,27,54,57,49,46,7,10,9,34,20,8,28,54,60,55,83,91
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
,Pittsburgh,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comitan,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guatemala,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comox,,0,0,0,0,0,0,0,0,0,0,0,0,2,15,13,45,129,27,33,56,52,26,24,23,28,25,24,26
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,115,7,0,12,15,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,2,15,13,13,14,20,33,44,37,26,24,23,28,25,24,26
Copenhague,,11,9,0,0,0,5,6,20,2,0,0,0,0,0,0,0,0,0,3,12,14,13,16,17,17,12,10,9
,Cancún,11,9,0,0,0,5,4,20,2,0,0,0,0,0,0,0,0,0,3,12,14,13,16,17,17,12,10,9
,Puerto Vallarta,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Córdoba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Corpus Christi,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
,Aguascalientes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
,Huatulco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Manzanillo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Monterrey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tampico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Toluca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Covington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,119,102,161,164
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,115,102,150,154
