"FECHA","TIPO","CONCATENAD","SEMANA","SEMANA_COMPLETAS"
2013-03-29,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",13,119
2013-03-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",13,119
2013-03-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",13,119
2013-03-30,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ABUSO DE AUTORIDAD",13,119
2013-04-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",14,120
2013-04-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",14,120
2013-04-09,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",15,121
2013-04-12,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",15,121
2013-04-17,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,122
2013-04-20,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,122
2013-05-08,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",19,125
2013-05-16,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",20,126
2013-05-20,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/BARRAZO",20,126
2013-05-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",21,127
2013-05-26,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",21,127
2013-06-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",23,129
2013-06-09,"TRANSEUNTE","TRANSEUNTE/PERSONA/ABUSO DE AUTORIDAD",23,129
2013-06-19,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",25,131
2013-06-29,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",26,132
2013-07-12,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",28,134
2013-07-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",28,134
2013-07-22,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",29,135
2013-07-24,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",30,136
2013-08-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",31,137
2013-08-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",33,139
2013-08-20,"TRANSEUNTE","TRANSEUNTE/PERSONA/TIMO",34,140
2013-09-07,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/OPORTUNISTA",36,142
2013-09-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",36,142
2013-09-10,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",37,143
2013-09-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,144
2013-09-25,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/PASAJERO/OPORTUNISTA",39,145
2013-09-29,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",39,145
2013-10-10,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",41,147
2013-10-11,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",41,147
2013-10-13,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/PASAJERO/OPORTUNISTA",41,147
2013-10-14,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",41,147
2013-11-07,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",45,151
2013-11-16,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",46,152
2013-11-22,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",47,153
2013-11-25,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",47,153
2013-11-27,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",48,154
2013-11-29,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",48,154
2013-12-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",49,155
2013-12-16,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/OPORTUNISTA",50,156
2013-12-16,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",50,156
2013-12-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",51,157
2013-12-21,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",51,157
2013-12-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",51,157
2014-01-10,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",2,161
2014-01-13,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",2,161
2014-01-13,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/OPORTUNISTA",2,161
2014-01-22,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",4,163
2014-02-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,165
2014-02-05,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",6,165
2014-02-09,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,165
2014-02-26,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/VIOLACHAPAS",9,168
2014-03-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",10,169
2014-03-09,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",10,169
2014-03-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",12,171
2014-03-28,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",13,172
2014-04-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",13,172
2014-04-10,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",15,174
2014-04-11,"COMERCIAL","COMERCIAL/COMERCIO/HORMIGA",15,174
2014-05-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",18,177
2014-05-14,"TRANSEUNTE","TRANSEUNTE/PERSONA VEHICULO EN CUIDAD/OPORTUNISTA",20,179
2014-05-14,"TRANSEUNTE","TRANSEUNTE/EMPLEADO/OPORTUNISTA",20,179
2014-05-17,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",20,179
2014-05-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",21,180
2014-05-22,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/PASAJERO/OPORTUNISTA",21,180
2014-05-27,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",21,180
2014-06-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",24,183
2014-06-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",25,184
2014-06-20,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",25,184
2014-06-26,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",26,185
2014-07-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",27,186
2014-07-13,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/CHORLERO",28,187
2014-07-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/TIMO",29,188
2014-07-18,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",29,188
2014-07-25,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/VIOLACHAPAS",30,189
2014-08-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",33,192
2014-08-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,194
2014-09-13,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/PASAJERO/OPORTUNISTA",37,196
2014-09-23,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",38,197
2014-10-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",40,199
2014-10-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",40,199
2014-10-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",40,199
2014-10-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",41,200
2014-10-17,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/ASALTO",42,201
2014-10-17,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",42,201
2014-10-20,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",42,201
2014-11-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",45,204
2014-11-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",46,205
2014-11-15,"TRANSPORTE DE PASAJEROS CARRETERA","TRANSPORTE DE PASAJEROS CARRETERA/PASAJERO/ASALTO",46,205
2014-11-24,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",47,206
2014-11-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",47,206
2014-11-28,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",48,207
2014-12-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",49,208
2015-01-12,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",2,214
2015-01-20,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ABUSO DE AUTORIDAD",3,215
2015-01-22,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",4,216
2015-02-01,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",5,217
2015-02-02,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",5,217
2015-02-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",7,219
2015-02-20,"OTRO","OTRO/NO APLICA/DESCONOCIDO",8,220
2015-02-24,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/PASAJERO/OPORTUNISTA",8,220
2015-03-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",9,221
2015-03-13,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",11,223
2015-03-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",11,223
2015-03-18,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/OPORTUNISTA",11,223
2015-03-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",11,223
2015-03-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",11,223
2015-03-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",12,224
2015-04-04,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",14,226
2015-04-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",14,226
2015-04-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",15,227
2015-04-11,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",15,227
2015-04-23,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",17,229
2015-04-30,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",18,230
2015-05-02,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",18,230
2015-05-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",18,230
2015-05-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",19,231
2015-05-09,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",19,231
2015-05-12,"COMERCIAL","COMERCIAL/COMERCIO/CHORLERO",19,231
2015-05-13,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",19,231
2015-05-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",20,232
2015-05-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",21,233
2015-05-30,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",22,234
2015-06-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",22,234
2015-06-11,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",24,236
2015-06-20,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",25,237
2015-07-15,"TRANSPORTE DE PASAJEROS CARRETERA","TRANSPORTE DE PASAJEROS CARRETERA/PASAJERO/OPORTUNISTA",28,240
2015-07-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",29,241
2015-07-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",30,242
2015-07-27,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",30,242
2015-07-28,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",30,242
2015-08-16,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",33,245
2015-08-17,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",33,245
2015-08-17,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",33,245
2015-09-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",36,248
2015-09-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",37,249
2015-09-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",37,249
2015-09-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",38,250
2015-09-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",39,251
2015-10-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",41,253
2015-10-22,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",43,255
2015-10-30,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",44,256
2015-11-30,"CRISTAL","CRISTAL/VEHICULO/OPORTUNISTA",48,260
2015-12-14,"COMERCIAL","COMERCIAL/COMERCIO/CHORLERO",50,262
2015-12-20,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",51,263
2015-12-26,"CRISTAL","CRISTAL/VEHICULO/OPORTUNISTA",52,264
2016-01-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",2,267
2016-01-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",3,268
2016-01-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",3,268
2016-01-28,"OTRO","OTRO/NO APLICA/DESCONOCIDO",4,269
2016-02-05,"TRANSEUNTE","TRANSEUNTE/EMPLEADO/OPORTUNISTA",6,271
2016-02-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,271
2016-02-18,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/VIOLACHAPAS",7,272
2016-03-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/ABUSO DE AUTORIDAD",10,275
2016-03-07,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",10,275
2016-03-12,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",11,276
2016-03-14,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",11,276
2016-03-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",12,277
2016-03-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",12,277
2016-04-04,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",14,279
2016-04-20,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,281
2016-04-24,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",17,282
2016-04-24,"OTRO","OTRO/NO APLICA/DESCONOCIDO",17,282
2016-05-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",18,283
2016-05-08,"VEHICULO","VEHICULO/VEHICULO TAXI/AUTOPARTES",19,284
2016-05-17,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",20,285
2016-05-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",20,285
2016-05-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",20,285
2016-05-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",20,285
2016-05-21,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",21,286
2016-06-09,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",23,288
2016-06-11,"VEHICULO","VEHICULO/VEHICULO OFICIAL/GOBIERNO/ESTACIONADO",24,289
2016-06-13,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",24,289
2011-02-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",5,5
2011-02-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO ROBADO OTRO ESTADO",7,7
2011-03-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",11,11
2011-03-13,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",11,11
2011-03-18,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/TAXISTA/ASALTO",11,11
2011-03-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",12,12
2011-04-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",15,15
2011-05-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",19,19
2011-05-12,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",19,19
2011-05-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",20,20
2011-06-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ZORRERO",23,23
2011-06-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",23,23
2011-06-22,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",25,25
2011-06-30,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/ORGANIZACION Y/O ASOCIACION CIVIL/ESCALADOR",26,26
2011-07-08,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",27,27
2011-07-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",28,28
2011-08-17,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",33,33
2011-08-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",34,34
2011-09-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",38,38
2011-09-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",39,39
2011-10-01,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",40,40
2011-10-03,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",40,40
2011-10-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",43,43
2011-11-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",44,44
2011-11-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",44,44
2011-11-05,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/TAXISTA/ASALTO",45,45
2011-11-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",46,46
2011-11-19,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",47,47
2011-11-20,"BICICLETA","BICICLETA/PERSONA/OPORTUNISTA",47,47
2011-11-22,"TRANSPORTE DE CARGA CIUDAD","TRANSPORTE DE CARGA CIUDAD/CARGA/OPORTUNISTA",47,47
2011-12-14,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/TAXISTA/OPORTUNISTA",50,50
2011-12-18,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",51,51
2012-02-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",6,59
2012-02-24,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",8,61
2012-02-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",9,62
2012-03-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",9,62
2012-03-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",11,64
2012-03-24,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",12,65
2012-03-24,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",12,65
2012-04-01,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/INSTITUCION EDUCATIVA/OPORTUNISTA",14,67
2012-04-11,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",15,68
2012-04-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",15,68
2012-04-18,"VEHICULO","VEHICULO/VEHICULO TAXI/ASALTO",16,69
2012-04-22,"VEHICULO","VEHICULO/VEHICULO TAXI/ASALTO",17,70
2012-04-24,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/TAXISTA/ASALTO",17,70
2012-04-30,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",18,71
2012-05-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",18,71
2012-05-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",21,74
2012-06-17,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",25,78
2012-07-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",27,80
2012-07-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",28,81
2012-07-13,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",28,81
2012-07-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",29,82
2012-07-27,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",30,83
2012-08-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",32,85
2012-08-09,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",32,85
2012-08-11,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ASALTO",32,85
2012-08-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",34,87
2012-08-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",34,87
2012-10-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",41,94
2012-10-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",42,95
2012-10-20,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",42,95
2012-11-01,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",44,97
2012-11-28,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",48,101
2012-12-06,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",49,102
2013-01-12,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",2,108
2013-01-22,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",4,110
2013-02-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",7,113
2013-03-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",11,117
2013-03-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",11,117
2013-03-29,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",13,119
2013-04-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",14,120
2013-04-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",15,121
2013-05-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/EN TRAYECTO",18,124
2013-05-06,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/INSTITUCION EDUCATIVA/CHORLERO",18,124
2013-05-22,"CRISTAL","CRISTAL/VEHICULO/ROMPE VIDRIOS",21,127
2013-06-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",23,129
2013-06-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",24,130
2013-06-27,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",26,132
2013-07-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",27,133
2013-07-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",27,133
2013-08-08,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",32,138
2013-08-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",34,140
2013-09-19,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",38,144
2013-09-25,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",39,145
2013-10-29,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/INSTITUCION EDUCATIVA/ESCALADOR",44,150
2013-11-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/VIOLACHAPAS",44,150
2013-11-17,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",46,152
2013-12-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",51,157
2014-01-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",1,160
2014-01-06,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",1,160
2014-01-15,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/CHORLERO",3,162
2014-01-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",4,163
2014-02-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",6,165
2014-02-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",7,166
